country,city,url
US,Kirkland,http://98.202.134.67:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Kirkland,http://142.197.142.62:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Kirkland,http://209.169.195.71:8080/?action=stream
US,Kirkland,http://152.44.210.67:90/SnapshotJPEG?Resolution=640x480&amp;amp;Quality=Clarity&amp;amp;COUNTER
US,Greenville,http://12.183.165.60:80/mjpg/video.mjpg
US,Greenville,http://68.33.107.60:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Greenville,http://72.28.15.53:81/cgi-bin/camera?resolution=640&amp;amp;quality=1&amp;amp;Language=0&amp;amp;COUNTER
US,Greenville,http://216.14.224.51:80/mjpg/video.mjpg
US,Greenville,http://72.227.182.54:81/mjpg/video.mjpg
US,Greenville,http://24.178.156.47:8000/cgi-bin/viewer/video.jpg?r=COUNTER
US,Medford,http://50.48.72.51:80/webcapture.jpg?command=snap&amp;channel=1?COUNTER
US,Medford,http://67.0.196.38:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Medford,http://72.180.180.35:80/img/video.mjpeg
US,Medford,http://73.195.237.7:8080/cgi-bin/viewer/video.jpg?r=COUNTER
US,Medford,http://166.241.21.26:80/-wvhttp-01-/GetOneShot?image_size=640x480&amp;frame_count=1000000000
US,Medford,http://67.54.168.26:80/cgi-bin/faststream.jpg?stream=half&amp;fps=15&amp;rand=COUNTER
US,Henderson,http://162.191.88.16:82/cgi-bin/faststream.jpg?stream=half&amp;fps=15&amp;rand=COUNTER
US,Henderson,http://71.232.217.7:80/webcapture.jpg?command=snap&amp;channel=1?COUNTER
US,Henderson,http://75.130.136.7:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Henderson,http://69.244.172.19:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Henderson,http://70.118.142.2:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Henderson,http://70.170.32.25:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Salt Lake City,http://74.65.16.16:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Salt Lake City,http://173.185.199.18:8080/?action=stream
US,Salt Lake City,http://67.6.175.28:8083/cgi-bin/camera?resolution=640&amp;amp;quality=1&amp;amp;Language=0&amp;amp;COUNTER
US,Salt Lake City,http://72.78.76.28:80/SnapshotJPEG?Resolution=640x480&amp;amp;Quality=Clarity&amp;amp;COUNTER
US,Salt Lake City,http://173.220.45.26:80/mjpg/video.mjpg
US,Salt Lake City,http://73.20.57.36:82/mjpg/video.mjpg
US,Aurora,http://47.157.181.28:8001/mjpg/video.mjpg
US,Aurora,http://47.196.106.2:81/mjpg/video.mjpg
US,Aurora,http://67.115.155.15:80/-wvhttp-01-/GetOneShot?image_size=640x480&amp;frame_count=1000000000
US,Aurora,http://173.94.180.12:8081/out.jpg?q=30&amp;id=0.1317044913727916&amp;r=COUNTER
US,Aurora,http://67.86.34.18:8090/cam_1.cgi
US,Aurora,http://73.243.66.19:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,West Des Moines,http://96.2.32.15:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,West Des Moines,http://71.114.115.219:80/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,West Des Moines,http://73.122.181.15:50000/SnapshotJPEG?Resolution=640x480&amp;amp;Quality=Clarity&amp;amp;COUNTER
US,West Des Moines,http://67.49.91.14:8001/mjpg/video.mjpg
US,West Des Moines,http://170.52.162.205:8888/out.jpg?q=30&amp;id=0.1317044913727916&amp;r=COUNTER
US,West Des Moines,http://67.55.176.8:8082/webcapture.jpg?command=snap&amp;channel=1?COUNTER
US,Charlotte,http://158.62.169.205:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Charlotte,http://192.195.84.7:80/mjpg/video.mjpg
US,Charlotte,http://68.32.222.210:10000/snap.jpg?JpegSize=M&amp;JpegCam=1&amp;r=COUNTER
US,Charlotte,http://71.32.53.4:8080/cam_1.cgi
US,Charlotte,http://47.12.183.211:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Charlotte,http://75.190.15.4:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Rock Hill,http://24.162.200.214:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Rock Hill,http://3.139.76.218:80/mjpg/video.mjpg
US,Rock Hill,http://72.203.143.210:80/cgi-bin/viewer/video.jpg?r=COUNTER
US,Rock Hill,http://72.203.143.210:8888/cgi-bin/viewer/video.jpg?r=COUNTER
US,Rock Hill,http://68.44.121.210:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Rock Hill,http://67.197.55.216:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,West Lafayette,http://68.83.171.153:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,West Lafayette,http://97.70.34.215:8080/?action=stream
US,West Lafayette,http://68.205.148.213:80/SnapshotJPEG?Resolution=640x480&amp;amp;Quality=Clarity&amp;amp;COUNTER
US,West Lafayette,http://98.117.172.207:80/mjpg/video.mjpg
US,West Lafayette,http://69.249.97.201:80/jpgmulreq/1/image.jpg?key=1516975535684&amp;lq=1&amp;COUNTER
US,West Lafayette,http://69.174.137.200:8082/oneshotimage1?COUNTER
US,Merino,http://104.59.9.197:8000/__live.jpg?&amp;&amp;&amp;COUNTER
US,Merino,http://47.157.175.170:80/webcapture.jpg?command=snap&amp;channel=1?COUNTER
US,Merino,http://107.13.23.184:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Merino,http://96.230.73.184:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Merino,http://75.90.0.200:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Merino,http://199.192.71.180:8080/?action=stream
US,Northfield,http://199.192.71.180:8081/?action=stream
US,Northfield,http://66.192.13.197:8083/mjpg/video.mjpg
US,Northfield,http://173.49.68.124:83/video/mjpg.cgi
US,Northfield,http://75.100.158.166:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Northfield,http://76.92.58.170:8080/?action=stream
US,Northfield,http://172.76.229.163:83/SnapshotJPEG?Resolution=640x480&amp;amp;Quality=Clarity&amp;amp;COUNTER
US,Newark,http://172.76.229.163:82/SnapshotJPEG?Resolution=640x480&amp;amp;Quality=Clarity&amp;amp;COUNTER
US,Newark,http://70.124.128.156:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Newark,http://71.167.9.162:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Newark,http://69.143.91.159:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Newark,http://162.191.59.166:81/cgi-bin/camera?resolution=640&amp;amp;quality=1&amp;amp;Language=0&amp;amp;COUNTER
US,Newark,http://100.8.212.165:8001/SnapshotJPEG?Resolution=640x480&amp;amp;Quality=Clarity&amp;amp;COUNTER
US,Hammond,http://96.235.32.144:8888/out.jpg?q=30&amp;id=0.1317044913727916&amp;r=COUNTER
US,Hammond,http://69.140.248.144:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Hammond,http://70.180.52.146:8001/SnapshotJPEG?Resolution=640x480&amp;amp;Quality=Clarity&amp;amp;COUNTER
US,Hammond,http://166.155.147.139:8000/cgi-bin/faststream.jpg?stream=half&amp;fps=15&amp;rand=COUNTER
US,Hammond,http://71.190.25.138:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Hammond,http://24.179.60.138:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Columbus,http://173.228.113.139:80/SnapshotJPEG?Resolution=640x480&amp;amp;Quality=Clarity&amp;amp;COUNTER
US,Columbus,http://216.144.138.137:8000/SnapshotJPEG?Resolution=640x480&amp;amp;Quality=Clarity&amp;amp;COUNTER
US,Columbus,http://108.49.199.123:8080/shot.jpg?rnd=654321
US,Columbus,http://67.199.211.137:80/webcapture.jpg?command=snap&amp;channel=1?COUNTER
US,Columbus,http://73.184.137.123:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Columbus,http://71.213.190.138:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Stanton,http://47.148.150.122:82/jpg/image.jpg?COUNTER
US,Stanton,http://75.162.81.118:80/jpg/image.jpg?COUNTER
US,Stanton,http://47.148.150.122:81/jpg/image.jpg?COUNTER
US,Stanton,http://73.226.222.122:80/cgi-bin/viewer/video.jpg?r=COUNTER
US,Stanton,http://73.176.214.121:80/webcapture.jpg?command=snap&amp;channel=1?COUNTER
US,Stanton,http://66.43.253.100:80/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Lowell,http://216.176.142.123:8090/?action=stream
US,Lowell,http://75.175.196.122:8080/?action=stream
US,Lowell,http://173.73.66.117:80/SnapshotJPEG?Resolution=640x480&amp;amp;Quality=Clarity&amp;amp;COUNTER
US,Lowell,http://47.233.25.123:8000/videostream.cgi?user=admin&amp;pwd=
US,Lowell,http://47.233.25.123:8001/videostream.cgi?user=admin&amp;pwd=
US,Lowell,http://75.67.189.122:8080/mjpg/video.mjpg
US,Cupertino,http://166.253.70.102:80/-wvhttp-01-/GetOneShot?image_size=640x480&amp;frame_count=1000000000
US,Cupertino,http://66.225.65.102:8888/out.jpg?q=30&amp;id=0.1317044913727916&amp;r=COUNTER
US,Cupertino,http://166.141.33.108:81/cgi-bin/faststream.jpg?stream=half&amp;fps=15&amp;rand=COUNTER
US,Cupertino,http://75.170.107.102:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Cupertino,http://67.140.196.109:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Cupertino,http://50.0.26.108:8080/?action=stream
US,Coos Bay,http://104.243.8.110:5000/mjpg/video.mjpg
US,Coos Bay,http://47.34.145.116:80/mjpg/video.mjpg
US,Coos Bay,http://12.166.87.84:80/jpg/image.jpg?COUNTER
US,Coos Bay,http://47.34.155.105:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Coos Bay,http://75.187.145.101:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Coos Bay,http://71.11.65.100:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Fitchburg,http://72.220.146.107:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Fitchburg,http://72.35.201.107:80/SnapshotJPEG?Resolution=640x480&amp;amp;Quality=Clarity&amp;amp;COUNTER
US,Fitchburg,http://99.107.188.107:83/mjpg/video.mjpg
US,Fitchburg,http://98.191.118.83:80/jpgmulreq/1/image.jpg?key=1516975535684&amp;lq=1&amp;COUNTER
US,Fitchburg,http://4.79.8.74:8080/cgi-bin/viewer/video.jpg?r=COUNTER
US,Fitchburg,http://166.239.63.83:8081/-wvhttp-01-/GetOneShot?image_size=640x480&amp;frame_count=1000000000
US,Kansas City,http://67.249.181.85:8080/cam_1.cgi
US,Kansas City,http://71.88.146.95:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Kansas City,http://172.75.125.85:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Kansas City,http://171.67.198.94:80/oneshotimage1?COUNTER
US,Kansas City,http://162.191.230.77:81/cgi-bin/faststream.jpg?stream=half&amp;fps=15&amp;rand=COUNTER
US,Kansas City,http://136.33.182.75:8082/webcapture.jpg?command=snap&amp;channel=1?COUNTER
US,Southern Pines,http://192.240.54.80:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Southern Pines,http://172.6.108.75:8080/?action=stream
US,Southern Pines,http://130.44.168.72:8080/?action=stream
US,Southern Pines,http://68.170.115.77:50001/SnapshotJPEG?Resolution=640x480&amp;amp;Quality=Clarity&amp;amp;COUNTER
US,Southern Pines,http://205.213.24.70:9000/mjpg/video.mjpg
US,Southern Pines,http://65.191.167.68:80/mjpeg.cgi
US,Williamson,http://172.118.130.68:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Williamson,http://134.114.145.35:8080/?action=stream
US,Williamson,http://65.131.193.65:8001/cgi-bin/camera?resolution=640&amp;amp;quality=1&amp;amp;Language=0&amp;amp;COUNTER
US,Williamson,http://65.131.193.65:8000/cgi-bin/camera?resolution=640&amp;amp;quality=1&amp;amp;Language=0&amp;amp;COUNTER
US,Williamson,http://162.186.253.54:8081/-wvhttp-01-/GetOneShot?image_size=640x480&amp;frame_count=1000000000
US,Williamson,http://173.81.219.36:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Boca Raton,http://100.15.243.36:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Boca Raton,http://8.40.200.56:60001/SnapshotJPEG?Resolution=640x480&amp;amp;Quality=Clarity&amp;amp;COUNTER
US,Boca Raton,http://47.196.217.43:8084/GetData.cgi?CH=1
US,Boca Raton,http://47.196.217.43:8082/GetData.cgi?CH=1
US,Boca Raton,http://47.196.217.43:8081/GetData.cgi?CH=1
US,Boca Raton,http://71.196.33.47:8081/cgi-bin/viewer/video.jpg?r=COUNTER
US,Johnson City,http://100.37.229.45:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Johnson City,http://69.132.20.38:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Johnson City,http://47.196.205.43:8080/?action=stream
US,Johnson City,http://166.252.52.47:83/mjpg/video.mjpg
US,Johnson City,http://166.252.52.47:91/mjpg/video.mjpg
US,Johnson City,http://67.234.81.32:81/jpgmulreq/1/image.jpg?key=1516975535684&amp;lq=1&amp;COUNTER
US,New York City,http://23.240.179.44:8888/mjpeg.cgi
US,New York City,http://98.150.148.43:1024/-wvhttp-01-/GetOneShot?image_size=640x480&amp;frame_count=1000000000
US,New York City,http://73.205.50.41:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,New York City,http://71.181.80.45:50001/cgi-bin/camera?resolution=640&amp;amp;quality=1&amp;amp;Language=0&amp;amp;COUNTER
US,New York City,http://209.188.73.43:50000/SnapshotJPEG?Resolution=640x480&amp;amp;Quality=Clarity&amp;amp;COUNTER
US,New York City,http://184.153.48.37:83/mjpg/video.mjpg
US,Naples,http://71.210.111.32:80/mjpg/video.mjpg
US,Naples,http://184.153.48.37:81/mjpg/video.mjpg
US,Naples,http://184.153.48.37:82/mjpg/video.mjpg
US,Naples,http://68.132.149.19:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Naples,http://72.176.138.20:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Naples,http://73.107.45.19:8080/webcapture.jpg?command=snap&amp;channel=1?COUNTER
US,Durand,http://97.70.38.29:8080/?action=stream
US,Durand,http://199.241.220.214:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Durand,http://96.45.98.178:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Durand,http://173.61.1.2:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Durand,http://69.147.210.214:50000/cgi-bin/camera?resolution=640&amp;amp;quality=1&amp;amp;Language=0&amp;amp;COUNTER
US,Durand,http://69.147.210.214:80/cgi-bin/camera?resolution=640&amp;amp;quality=1&amp;amp;Language=0&amp;amp;COUNTER
US,San Diego,http://173.219.136.212:80/mjpg/video.mjpg
US,San Diego,http://166.159.202.207:8000/-wvhttp-01-/GetOneShot?image_size=640x480&amp;frame_count=1000000000
US,San Diego,http://162.191.127.202:82/cgi-bin/faststream.jpg?stream=half&amp;fps=15&amp;rand=COUNTER
US,San Diego,http://24.100.190.213:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,San Diego,http://173.17.233.204:8080/?action=stream
US,San Diego,http://76.206.201.204:80/img/video.mjpeg
US,Orlando,http://71.198.71.213:8080/cgi-bin/viewer/video.jpg?r=COUNTER
US,Orlando,http://184.63.249.206:8001/cgi-bin/faststream.jpg?stream=half&amp;fps=15&amp;rand=COUNTER
US,Orlando,http://166.169.175.173:81/cgi-bin/faststream.jpg?stream=half&amp;fps=15&amp;rand=COUNTER
US,Orlando,http://104.51.46.179:81/webcapture.jpg?command=snap&amp;channel=1?COUNTER
US,Orlando,http://47.151.23.192:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Orlando,http://71.214.5.204:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Staten Island,http://73.112.162.196:80/mjpeg.cgi
US,Staten Island,http://67.247.139.194:8080/-wvhttp-01-/GetOneShot?image_size=640x480&amp;frame_count=1000000000
US,Staten Island,http://47.185.217.194:90/cgi-bin/faststream.jpg?stream=half&amp;fps=15&amp;rand=COUNTER
US,Staten Island,http://72.181.136.196:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Staten Island,http://72.24.253.198:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Staten Island,http://68.175.20.173:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Los Angeles,http://72.182.54.195:8080/mjpg/video.mjpg
US,Los Angeles,http://73.209.112.182:8090/mjpg/video.mjpg
US,Los Angeles,http://73.233.244.176:8080/shot.jpg?rnd=654321
US,Los Angeles,http://159.118.43.195:80/webcapture.jpg?command=snap&amp;channel=1?COUNTER
US,Los Angeles,http://67.85.154.181:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Los Angeles,http://75.83.130.160:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Philadelphia,http://216.213.7.175:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Philadelphia,http://71.197.217.189:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Philadelphia,http://67.253.199.185:80/oneshotimage1?COUNTER
US,Philadelphia,http://162.204.34.182:80/mjpg/video.mjpg
US,Philadelphia,http://73.7.21.157:8888/out.jpg?q=30&amp;id=0.1317044913727916&amp;r=COUNTER
US,Philadelphia,http://71.175.107.172:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Wichita,http://209.102.242.181:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
US,Wichita,http://100.40.77.157:80/SnapshotJPEG?Resolution=640x480&amp;amp;Quality=Clarity&amp;amp;COUNTER
US,Wichita,http://69.77.133.159:8080/cgi-bin/viewer/video.jpg?r=COUNTER
US,Wichita,http://162.191.123.161:81/cgi-bin/faststream.jpg?stream=half&amp;fps=15&amp;rand=COUNTER
US,Wichita,http://67.21.181.169:83/webcapture.jpg?command=snap&amp;channel=1?COUNTER
US,Wichita,http://72.209.131.159:60001/cgi-bin/snapshot.cgi?chn=0&amp;u=admin&amp;p=&amp;q=0&amp;COUNTER
